categorical_1,categorical_2,categorical_3,categorical_4,categorical_5,categorical_6,categorical_7,categorical_8,categorical_9,categorical_10,categorical_11,categorical_12,risk_level,categorical_13,categorical_14,categorical_15,categorical_16,categorical_17,ln(1 + amount),categorical_18,categorical_19,categorical_20,categorical_21,categorical_22,categorical_23,categorical_24,categorical_25,categorical_26,month,categorical_27,fraud_label
0,279,6,0,0,1,9,54,0,0,2,1,1.0,3,4,0,3,3,0.9526,0,1,9,14,0,2,55,30,9,2,94,0
0,280,2,0,0,1,5,138,0,0,0,1,1.0,3,4,0,2,3,2.566,0,1,9,10,1,0,40,58,29,5,33,0
0,229,7,5,1,1,5,139,0,1,5,0,1.0,3,4,0,6,1,3.518,0,1,31,32,1,6,37,35,15,10,94,0
0,267,6,0,0,3,0,138,0,0,0,0,100.0,3,4,0,2,3,2.71,0,1,9,25,1,22,47,32,1,9,79,0
0,279,6,0,0,1,5,112,0,0,0,1,64.0,3,4,0,2,3,3.799,0,1,9,18,0,15,35,47,24,6,79,0
0,281,6,0,0,1,8,7,0,0,0,0,1.0,3,4,0,3,3,2.871,0,1,9,14,0,4,23,32,21,4,94,0
0,196,7,4,3,2,1,139,0,1,0,0,1.0,3,4,0,1,1,1.537,0,0,31,32,0,12,29,56,16,10,94,0
0,184,6,0,0,1,3,139,0,0,7,0,1.0,3,4,1,3,3,5.55,0,1,9,14,1,22,10,35,22,2,79,0
0,236,6,0,0,2,5,17,0,0,0,1,100.0,3,4,0,2,3,3.484,0,0,9,10,0,0,47,18,1,8,79,0
0,240,6,0,0,1,2,139,0,0,0,1,35.0,3,4,0,8,3,3.65,0,1,9,32,0,21,6,27,15,8,79,0
0,250,2,0,0,1,3,7,0,0,0,0,12.0,3,4,0,8,3,4.004,0,0,31,32,0,14,19,35,10,10,94,0
0,229,6,0,0,2,2,139,0,0,0,0,100.0,3,4,0,2,3,3.975,0,1,9,25,0,4,51,54,20,5,94,0
0,288,6,0,0,1,3,130,0,0,0,0,1.0,3,4,0,2,3,3.875,0,1,14,25,0,9,28,57,2,11,79,0
0,240,6,0,0,1,3,123,0,0,0,0,1.0,3,4,0,2,3,3.596,0,1,9,21,0,11,2,42,21,10,117,0
0,240,6,0,0,1,3,25,0,0,0,0,19.0,3,4,0,3,3,5.242,3,1,9,14,0,23,21,55,0,9,94,0
0,198,7,5,2,2,6,66,0,1,5,0,100.0,3,0,1,6,1,0.2617,0,0,31,32,1,14,31,23,0,6,35,0
0,279,6,0,0,2,3,7,0,0,0,0,1.0,3,4,0,3,3,0.4075,0,1,10,14,0,7,50,52,7,9,79,0
0,250,2,0,0,2,7,139,0,0,0,1,23.0,3,4,0,1,3,3.074,0,0,31,32,0,16,6,7,5,5,94,0
0,236,6,0,0,1,3,123,0,0,0,0,1.0,3,4,0,2,3,2.113,0,1,14,18,0,9,56,23,0,7,94,0
0,325,2,0,0,1,5,139,0,0,0,1,54.0,3,4,0,8,3,3.408,0,1,9,32,0,18,29,52,27,11,117,0
0,309,7,3,0,2,0,139,0,1,0,0,100.0,2,4,0,1,1,6.777,0,0,31,32,0,5,42,42,2,10,117,0
0,281,2,0,0,1,8,139,0,0,0,1,64.0,5,4,0,2,3,2.08,0,1,9,14,0,21,20,13,15,4,94,0
0,288,6,0,0,1,3,130,0,0,0,0,1.0,3,4,0,3,3,1.104,0,1,9,25,0,9,23,22,10,4,94,0
0,279,10,0,0,1,3,138,1,0,1,0,1.0,3,4,0,2,0,5.918,0,1,14,21,0,23,23,22,20,8,94,0
0,326,6,0,0,1,5,25,0,0,1,1,1.0,3,4,0,2,3,3.62,0,1,9,25,1,6,44,36,21,3,94,0
0,240,9,1,0,2,2,139,0,1,0,0,17.0,2,4,0,1,1,3.514,0,0,31,32,0,20,26,44,18,3,143,0
0,279,7,2,0,2,6,139,0,1,0,0,100.0,3,4,0,1,1,5.23,0,0,31,32,2,20,49,40,25,8,94,0
0,198,7,4,2,2,6,138,0,1,5,0,21.0,3,4,0,6,1,1.501,0,0,31,32,1,14,10,4,17,4,79,0
0,249,7,4,3,2,6,93,0,1,5,0,1.0,3,4,1,4,1,5.64,0,0,31,32,2,9,34,34,4,4,94,0
3,295,7,5,2,0,0,139,0,1,5,0,100.0,3,0,1,6,1,4.652,0,0,31,32,1,15,41,56,2,8,94,0
3,184,7,5,2,0,6,139,0,1,5,0,100.0,3,0,1,6,1,1.079,0,0,31,32,1,10,51,35,14,9,34,0
0,184,7,5,2,0,6,17,0,1,5,0,100.0,3,0,0,6,1,3.7,0,0,31,32,1,12,18,51,17,2,79,0
3,198,6,0,0,1,3,7,0,0,0,0,100.0,3,4,0,1,3,9.66,0,1,31,32,2,12,37,20,29,8,94,0
0,281,6,0,0,0,3,68,0,0,0,0,1.0,3,4,0,3,3,2.713,0,1,14,10,0,22,59,30,22,11,79,0
0,184,7,5,2,0,6,139,0,1,5,0,100.0,3,0,0,6,1,2.559,0,0,31,32,1,12,46,10,21,9,79,0
0,406,6,0,0,1,3,126,0,0,0,0,100.0,3,4,0,2,3,3.129,0,1,9,25,0,7,16,9,23,11,94,0
3,326,6,0,0,1,5,139,0,0,0,1,1.0,3,4,0,2,3,4.695,0,1,9,20,1,6,45,25,11,4,117,0
3,279,2,0,0,1,8,139,0,0,0,1,91.0,3,4,0,2,3,2.496,0,1,9,10,0,7,33,2,25,10,35,0
0,245,3,0,0,1,3,106,0,0,0,0,1.0,3,4,0,3,3,0.5454,0,1,16,14,0,8,3,3,20,1,94,0
0,281,2,0,0,2,5,139,0,0,0,1,1.0,3,4,0,8,3,2.73,0,1,9,32,0,19,46,47,10,11,94,0
0,335,7,4,0,0,6,139,0,1,0,0,1.0,2,4,0,1,1,5.848,0,0,31,32,0,8,6,34,21,5,143,0
0,360,7,4,1,2,7,139,0,1,0,0,100.0,2,4,0,1,1,3.39,0,0,31,32,0,21,33,17,2,5,143,0
0,279,2,0,0,1,3,139,0,0,0,0,12.0,3,4,0,8,3,5.043,0,0,31,32,0,16,30,56,10,8,35,0
3,281,3,0,0,1,4,139,0,0,0,1,91.0,3,4,0,8,3,0.923,0,1,31,32,0,15,8,33,25,7,79,0
0,233,6,0,0,1,3,130,0,0,0,0,1.0,3,4,0,2,3,3.03,0,1,9,10,0,10,23,52,19,7,117,0
3,182,6,0,0,0,0,139,0,0,0,0,100.0,2,4,0,1,3,5.895,0,0,31,32,0,11,52,30,15,4,143,0
3,251,6,0,2,1,5,139,0,1,2,0,100.0,3,4,0,6,4,0.7114,0,1,9,32,1,13,29,16,19,6,35,0
0,240,6,0,0,1,8,123,0,0,0,0,1.0,3,4,0,2,3,2.184,3,1,16,18,0,9,13,32,18,7,79,0
0,288,6,0,0,1,8,64,0,0,0,0,1.0,3,4,0,2,3,2.527,1,1,16,25,0,5,3,42,28,9,79,0
0,182,7,5,2,2,6,53,0,1,5,0,1.0,3,0,0,6,1,3.373,0,0,31,32,1,5,18,27,15,5,79,0
0,336,3,0,0,0,3,139,0,0,0,0,100.0,2,4,0,1,3,6.535,3,0,31,32,0,10,19,33,5,10,117,0
0,240,10,0,1,0,6,8,1,0,1,0,1.0,3,4,1,2,0,1.734,0,0,14,21,1,3,52,14,11,1,94,0
0,321,6,0,0,2,3,138,0,0,0,0,1.0,3,4,0,2,3,1.732,0,1,9,25,0,19,30,32,8,6,79,0
0,198,7,5,2,2,6,139,0,1,5,0,75.0,3,0,1,6,1,5.266,0,0,31,32,1,23,31,2,0,10,94,0
0,73,7,5,2,2,3,7,0,1,5,0,1.0,3,0,0,6,1,2.184,0,0,31,32,1,5,5,25,15,4,143,0
0,184,7,5,2,0,6,139,0,1,5,0,1.0,3,0,0,6,1,2.752,0,0,31,32,1,5,1,35,30,6,79,0
0,288,6,0,0,1,8,17,0,0,0,0,10.0,3,4,0,2,3,2.848,3,1,9,10,0,23,12,42,17,2,79,0
0,301,7,1,1,0,6,139,0,1,0,0,100.0,2,4,0,1,1,3.63,0,0,31,32,1,12,42,5,2,5,143,0
0,250,6,0,0,1,3,106,0,0,0,0,100.0,3,4,0,3,3,5.105,0,1,9,14,0,2,13,21,7,3,94,0
0,288,6,0,0,0,6,139,0,0,7,0,1.0,3,4,1,5,3,2.453,3,0,9,32,0,7,34,37,16,4,79,0
0,309,6,0,0,2,0,68,0,0,0,0,1.0,3,4,0,3,3,5.383,0,1,16,14,1,13,34,10,5,1,94,0
3,279,6,0,0,1,5,139,0,0,0,1,38.0,3,4,0,2,3,3.514,0,1,9,10,0,16,33,45,27,11,79,0
0,201,7,5,2,0,0,139,0,1,5,0,93.0,3,0,0,6,1,2.441,3,0,31,32,1,13,56,37,2,8,79,0
0,330,6,0,0,1,3,139,0,0,0,0,1.0,2,4,0,2,3,1.968,0,1,31,6,0,10,52,48,12,2,117,0
0,281,6,0,0,1,1,139,0,0,0,1,1.0,3,4,0,2,3,2.75,0,1,9,10,0,10,41,55,18,1,94,0
0,240,6,0,0,1,3,123,0,0,0,0,1.0,3,4,1,2,3,1.244,0,1,3,25,0,11,13,6,23,1,117,0
0,279,6,0,0,1,2,139,0,0,2,0,13.0,3,4,1,8,3,3.076,0,1,9,32,0,23,15,48,15,7,94,0
0,240,6,0,0,1,3,139,0,0,0,1,27.0,3,4,0,2,3,1.165,0,1,9,27,0,18,41,13,0,2,79,0
0,240,6,0,0,1,8,17,0,0,0,0,35.0,3,4,0,2,3,3.525,3,1,23,18,0,16,14,47,2,9,79,0
0,245,7,4,2,2,0,139,0,1,5,0,100.0,3,0,0,6,1,1.126,0,0,31,32,1,0,5,25,23,2,94,0
0,233,6,0,0,1,3,68,0,0,0,0,45.0,3,4,0,3,3,1.019,0,1,14,14,0,10,23,28,0,10,94,0
0,278,6,0,0,1,3,111,0,0,0,0,1.0,3,4,0,2,3,3.592,0,1,9,21,0,7,43,39,20,4,94,0
0,326,10,0,1,2,6,139,1,0,1,0,1.0,3,4,1,6,0,4.99,0,0,1,32,1,10,49,15,3,6,94,0
3,281,6,0,0,1,3,139,0,0,2,1,1.0,3,4,0,8,3,0.724,0,1,9,32,1,11,10,30,13,4,94,0
0,279,2,0,0,1,3,139,0,0,0,0,1.0,3,4,0,2,3,3.664,1,1,9,25,0,3,23,40,13,8,79,0
0,240,6,0,0,1,5,8,0,0,0,0,1.0,3,4,0,2,3,4.477,0,1,9,21,0,9,51,12,9,9,94,0
0,291,7,5,2,0,6,17,0,1,5,0,1.0,3,0,0,6,1,3.357,0,0,31,32,1,9,52,12,9,8,35,0
0,333,10,0,0,0,6,135,1,0,1,0,100.0,3,4,1,0,0,1.371,0,0,16,32,0,10,16,34,22,2,35,0
0,324,7,5,2,2,0,112,0,1,5,1,100.0,3,0,0,6,4,3.729,0,0,31,32,1,2,18,8,26,3,117,0
0,240,2,0,0,1,3,62,0,0,0,1,3.0,3,4,0,3,3,2.365,3,1,9,14,0,6,11,38,20,8,79,0
0,438,6,0,1,1,3,66,0,0,0,0,1.0,3,4,1,3,3,5.215,3,1,14,14,0,3,5,17,23,4,35,0
0,393,7,5,3,2,8,139,0,1,0,0,1.0,3,4,0,1,1,2.742,0,0,31,32,0,8,36,35,8,5,117,0
3,281,2,0,0,2,6,139,0,0,2,0,34.0,3,4,0,8,3,0.713,0,0,31,32,1,12,16,10,2,2,94,0
0,240,2,0,0,1,8,139,0,0,0,0,13.0,3,4,0,2,3,3.467,3,1,9,10,0,18,0,16,27,5,117,0
0,324,7,4,2,2,0,47,0,1,5,0,66.0,3,4,0,6,1,2.281,0,1,31,32,1,6,35,20,12,4,94,0
0,336,5,1,0,1,2,139,4,1,0,0,1.0,2,4,0,1,2,4.355,0,0,31,32,0,12,50,15,27,7,117,0
0,263,6,0,0,1,8,139,0,0,0,0,1.0,3,4,0,1,3,5.105,3,1,31,32,0,11,56,53,24,11,143,0
0,324,2,0,0,1,3,139,0,0,0,0,78.0,3,4,0,8,3,3.744,0,1,9,32,0,15,11,18,0,7,117,0
0,404,7,5,2,2,0,17,0,1,5,0,1.0,3,0,0,6,1,4.23,0,0,31,32,1,10,13,25,19,10,34,0
0,279,2,0,0,1,8,120,0,0,0,1,1.0,3,4,0,3,3,6.516,0,1,9,21,0,12,7,55,20,10,117,0
0,250,6,0,0,1,8,28,0,0,0,0,64.0,3,4,0,8,3,3.332,0,1,0,32,0,0,29,16,11,8,35,0
0,240,2,0,0,1,5,17,0,0,0,1,11.0,3,4,0,2,3,3.488,0,1,12,10,0,10,33,21,10,7,35,0
0,288,2,0,0,1,5,17,0,0,0,1,1.0,3,4,0,8,3,3.244,0,1,23,32,0,15,0,27,28,2,35,0
0,393,6,0,0,2,3,25,0,0,0,0,1.0,3,4,0,9,3,3.348,0,1,9,32,0,15,27,38,5,9,94,0
3,202,7,1,0,2,5,139,0,1,0,1,100.0,3,4,0,1,1,5.85,0,0,31,32,0,12,43,26,25,6,94,0
0,274,6,0,0,1,3,93,0,0,0,0,1.0,3,4,0,2,3,2.088,3,1,8,17,0,0,20,55,17,8,94,0
3,278,6,0,0,1,3,93,0,0,0,0,1.0,3,4,0,2,3,0.8325,0,1,31,30,1,2,17,50,14,3,94,0
0,236,2,0,0,2,5,17,0,0,0,0,62.0,3,4,0,2,3,3.947,0,1,9,25,0,9,40,18,20,9,94,0
0,240,2,0,0,0,2,139,0,1,0,0,100.0,3,4,0,1,1,4.688,0,1,9,32,0,15,28,5,25,9,79,0
0,295,7,5,2,0,6,64,0,1,5,0,100.0,3,0,0,6,1,3.734,0,0,31,32,1,6,14,51,13,10,117,0
0,240,6,0,0,1,2,7,0,0,0,0,24.0,3,4,0,3,3,2.355,0,1,16,14,0,23,59,9,6,6,79,0
0,76,7,5,2,2,0,46,0,1,5,0,1.0,3,2,0,6,1,1.622,0,0,31,32,1,9,15,47,24,4,79,0
0,373,7,4,0,0,6,139,0,1,0,0,1.0,2,4,0,1,1,6.56,0,1,31,32,0,10,47,59,20,10,143,0
3,264,7,4,2,2,2,139,0,1,5,0,100.0,2,0,0,6,1,3.068,0,0,31,32,0,19,56,39,11,3,117,0
0,275,7,0,3,0,0,139,0,0,5,0,100.0,3,4,0,8,3,1.17,0,0,31,32,1,23,50,13,15,2,94,0
0,196,6,0,0,1,1,66,0,0,0,0,1.0,3,4,1,2,3,3.047,0,1,9,25,0,21,27,2,26,1,79,0
0,240,6,0,0,0,3,54,0,0,0,1,39.0,3,4,0,2,3,1.733,0,1,14,14,0,10,51,11,13,11,79,0
0,418,2,0,0,0,6,139,0,0,0,1,100.0,5,4,0,8,3,2.258,0,0,1,32,1,10,21,51,13,8,94,0
0,406,2,0,0,1,3,7,0,0,0,1,1.0,3,4,0,9,3,1.936,0,1,10,32,1,12,17,47,5,8,79,0
0,240,9,0,0,1,3,7,0,1,0,0,1.0,3,4,0,5,1,1.178,0,1,31,32,0,20,41,38,18,5,117,0
0,240,6,0,0,1,3,39,0,0,0,0,1.0,4,4,0,1,3,2.238,0,1,16,14,0,23,31,26,13,10,35,0
3,281,2,0,0,0,0,139,0,0,0,0,1.0,3,4,0,8,3,4.33,0,0,9,32,0,11,37,14,6,5,143,0
0,263,7,5,2,0,6,17,0,1,5,0,1.0,3,0,0,6,1,4.805,0,0,31,32,1,13,21,59,10,10,35,0
0,240,7,2,0,2,5,25,0,1,0,0,1.0,3,4,0,1,1,7.527,0,0,31,32,0,7,34,12,28,10,35,0
3,281,2,0,0,1,5,139,0,0,7,1,56.0,3,4,0,8,3,2.041,0,1,9,32,0,13,38,31,27,4,79,0
3,281,2,0,0,1,3,139,0,0,0,0,20.0,3,4,0,3,3,2.828,0,1,9,14,0,12,45,55,26,2,94,0
0,396,7,5,2,0,6,139,0,1,5,0,100.0,3,0,0,6,1,4.984,0,0,31,32,1,6,7,29,12,3,117,0
0,321,7,5,1,2,6,64,0,1,5,0,100.0,3,0,0,6,1,3.914,0,0,31,32,1,17,54,42,2,10,35,0
0,187,7,1,1,2,6,125,0,1,0,0,1.0,3,4,1,1,1,2.918,0,0,31,32,1,23,2,30,5,6,94,0
0,281,3,0,0,0,7,139,0,0,0,1,64.0,3,4,0,1,3,1.943,0,0,31,32,0,9,37,24,5,11,143,0
3,251,2,0,0,2,2,139,0,0,7,0,63.0,3,4,0,8,3,4.67,0,0,9,32,1,13,7,15,25,2,34,0
0,393,6,0,0,0,0,139,0,0,0,0,100.0,3,4,0,9,3,2.725,0,0,31,32,1,23,10,5,10,9,79,0
3,281,6,0,0,1,5,139,0,0,2,1,100.0,3,4,0,8,3,0.848,0,1,9,32,1,12,14,30,12,10,35,0
0,288,6,0,0,1,3,131,0,0,0,0,1.0,3,4,0,2,3,1.354,0,1,9,14,0,7,39,47,19,6,79,0
0,240,2,2,0,2,4,139,0,1,0,0,100.0,3,4,0,1,1,0.8193,0,1,31,32,0,15,54,25,20,10,79,0
0,273,6,0,0,1,3,139,0,0,2,0,100.0,3,4,0,3,3,4.31,0,0,9,27,0,23,3,8,15,5,94,0
0,315,7,1,0,2,6,97,0,1,0,0,1.0,3,4,0,1,1,3.814,0,0,31,32,0,3,19,32,18,10,143,0
0,236,2,0,0,2,2,139,0,0,0,1,100.0,3,4,0,8,3,2.932,0,1,1,32,0,19,28,52,25,6,143,0
0,263,6,0,0,1,3,139,0,0,0,0,1.0,3,4,0,2,3,1.23,0,1,9,18,0,9,50,4,13,6,143,0
3,307,9,4,0,1,3,93,0,1,5,0,1.0,3,0,1,6,1,2.027,3,0,31,32,1,6,29,54,16,7,79,0
0,198,7,5,2,2,6,64,0,1,5,0,1.0,3,0,0,6,1,1.532,0,0,31,32,1,4,15,28,22,9,117,0
3,281,6,0,0,1,9,139,0,0,0,1,100.0,3,4,0,8,3,3.197,0,1,1,32,0,12,8,36,24,5,79,0
3,279,6,0,0,1,3,139,0,0,0,1,11.0,3,4,0,2,3,4.26,3,1,9,10,0,11,56,37,7,9,79,0
0,248,7,2,3,2,2,139,0,1,0,0,1.0,3,4,0,1,1,4.98,0,0,31,32,1,14,8,29,26,7,35,0
0,280,2,0,0,1,3,54,0,0,0,0,1.0,3,4,0,3,3,2.059,1,1,9,14,0,10,49,35,2,10,94,0
0,1,7,0,0,2,1,139,0,0,0,0,1.0,3,4,0,3,1,2.176,0,0,9,32,0,13,51,38,24,4,79,0
0,281,6,0,0,1,7,139,0,0,0,1,93.0,3,4,0,8,3,2.42,0,1,1,32,0,12,28,52,0,6,117,0
3,263,6,0,1,2,8,139,0,0,0,1,1.0,3,4,0,8,3,5.8,0,0,31,32,0,19,36,52,11,10,79,0
3,208,7,3,0,1,7,139,0,1,0,0,100.0,2,4,0,1,1,4.332,0,0,31,32,0,21,17,29,2,3,117,0
0,288,6,0,1,2,8,139,0,0,0,1,1.0,3,4,0,8,3,2.893,0,0,31,32,0,12,3,42,21,2,94,0
0,310,7,5,3,1,1,139,0,1,5,0,1.0,3,4,0,1,1,2.479,0,0,31,32,1,2,51,15,11,3,94,0
0,326,6,0,0,1,8,46,0,0,0,1,-0.0,3,4,0,2,3,5.37,0,1,9,25,0,11,16,32,28,11,94,0
0,295,7,5,2,0,0,139,0,1,5,0,100.0,3,0,0,6,1,3.324,0,0,31,32,1,16,14,34,9,3,117,0
0,262,7,4,0,1,3,7,0,1,5,0,1.0,3,0,0,7,4,1.952,0,1,31,32,0,15,25,37,19,5,79,0
0,333,7,5,2,2,6,135,0,1,5,0,1.0,4,0,0,6,1,2.871,0,0,31,32,1,10,16,34,22,5,35,0
0,385,7,5,2,0,6,139,0,1,5,0,100.0,3,0,0,6,1,4.664,0,0,31,32,1,6,59,34,2,11,94,0
3,251,6,0,0,1,8,139,0,0,0,0,100.0,3,4,0,8,3,3.451,0,1,9,32,0,19,14,11,8,6,79,0
0,281,2,0,0,1,8,139,0,0,0,0,59.0,3,4,0,2,3,1.939,0,1,9,25,0,23,20,32,6,8,94,0
0,326,10,0,2,0,0,68,1,0,1,1,1.0,3,4,1,2,0,5.453,0,0,9,20,1,2,55,14,8,2,117,0
0,240,1,0,0,2,3,139,0,0,0,0,1.0,4,4,0,1,3,8.875,0,1,31,32,0,1,6,8,23,5,117,0
0,206,6,0,0,1,3,139,0,0,0,0,25.0,3,4,0,8,3,3.324,0,1,9,32,0,11,13,21,2,2,35,0
3,198,7,5,2,2,0,139,0,1,5,0,100.0,3,0,0,6,1,4.582,0,0,31,32,1,17,54,49,13,4,35,0
0,324,2,0,0,0,1,139,0,0,0,0,1.0,3,4,0,8,3,4.883,0,0,9,32,0,7,29,0,8,4,94,0
3,279,6,0,0,0,5,139,0,0,0,0,1.0,3,4,0,8,3,7.69,0,0,9,32,0,10,47,21,27,4,35,0
0,228,6,0,0,1,3,17,0,0,0,0,1.0,3,4,0,2,3,3.123,3,1,9,25,0,11,58,4,17,9,94,0
0,250,6,0,0,1,5,68,0,0,0,0,100.0,3,4,0,8,3,2.23,0,1,9,32,0,6,25,0,25,3,35,0
0,326,6,0,1,1,5,139,1,0,0,1,1.0,3,4,0,8,3,4.03,0,1,9,32,0,17,10,47,17,6,117,0
0,279,3,0,0,1,3,139,0,0,0,0,1.0,3,4,1,5,3,2.238,3,1,31,32,0,7,29,38,7,6,117,0
0,347,6,0,0,1,3,123,0,0,0,0,1.0,3,4,0,2,3,3.08,0,1,9,25,0,14,0,18,18,2,94,0
3,261,6,0,0,0,6,139,0,0,2,0,28.0,3,4,0,8,3,0.697,0,0,31,32,1,14,36,57,16,1,34,0
0,279,6,0,0,1,3,62,0,0,0,0,2.0,3,4,0,8,3,3.621,0,1,0,32,0,14,45,50,19,10,79,0
0,437,7,5,2,0,6,99,0,1,5,0,100.0,3,0,0,6,1,4.586,0,0,31,32,1,15,7,47,0,1,117,0
0,279,2,0,0,1,8,138,0,0,0,0,1.0,3,4,0,2,3,3.137,3,1,9,25,0,10,21,55,18,6,79,0
0,288,6,0,0,1,8,106,0,0,0,0,1.0,3,4,0,3,3,0.7026,3,1,12,21,0,7,48,0,23,10,79,0
0,240,3,0,0,1,1,139,0,0,0,0,1.0,3,4,0,1,3,3.406,0,0,31,32,0,9,43,2,21,7,117,0
0,240,6,0,0,1,3,93,0,0,0,0,1.0,3,4,0,2,3,3.053,0,1,9,25,0,6,21,9,17,2,79,0
0,279,2,0,0,1,3,139,0,0,0,0,8.0,3,4,0,3,3,2.04,0,1,9,14,0,23,23,25,0,9,94,0
0,406,6,0,0,0,3,7,0,0,5,0,31.0,3,4,0,6,3,1.281,0,1,31,32,1,15,28,15,25,10,79,0
0,198,7,5,2,0,6,139,0,1,5,0,1.0,3,0,0,6,1,4.34,0,0,31,32,1,12,42,15,21,9,117,0
3,279,7,5,2,2,0,139,0,1,5,0,100.0,3,0,0,6,1,1.782,0,0,31,32,1,15,15,12,5,11,35,0
0,393,7,4,0,2,7,139,0,1,0,0,100.0,3,4,0,1,1,2.127,0,1,31,32,0,15,26,27,14,9,117,0
0,279,6,0,0,1,2,118,0,0,0,0,37.0,3,4,0,9,3,1.938,0,1,9,32,0,3,45,20,19,1,79,0
0,326,6,0,0,1,8,17,0,0,0,1,25.0,3,4,0,2,3,1.918,0,1,12,10,0,10,13,10,2,8,94,0
3,249,2,0,0,0,7,139,0,0,0,0,10.0,3,4,0,8,3,2.072,3,0,9,32,0,11,40,25,21,4,117,0
0,233,6,0,0,1,3,123,0,0,0,0,1.0,3,4,0,2,3,3.799,3,1,9,25,0,9,40,2,30,3,79,0
0,324,6,0,1,2,3,25,0,0,2,0,88.0,3,4,0,3,3,1.578,0,1,9,14,1,20,35,36,22,5,79,0
0,240,6,0,1,1,3,106,0,0,0,1,1.0,3,4,0,2,3,2.623,0,1,16,25,0,7,8,54,15,1,94,0
0,373,7,5,2,0,6,139,0,1,5,0,100.0,3,0,0,6,1,2.959,0,0,31,32,1,11,13,33,2,11,94,0
0,198,7,5,2,2,6,53,0,1,5,0,1.0,3,2,0,6,1,1.042,0,0,31,32,1,23,14,49,0,11,94,0
0,321,7,1,0,2,7,139,0,1,0,0,1.0,2,4,0,1,1,4.637,0,0,31,32,0,12,20,22,11,9,94,0
0,240,6,0,1,1,3,68,0,0,0,0,1.0,3,4,1,2,3,2.723,0,1,14,25,0,4,7,6,0,10,94,0
3,281,3,0,0,1,0,139,0,0,0,1,59.0,3,4,0,8,3,2.018,0,1,9,32,0,15,41,38,1,11,79,0
0,184,8,5,0,2,0,93,0,1,5,0,1.0,3,0,1,6,4,4.008,0,0,31,32,1,3,0,2,9,8,35,0
0,295,7,5,2,0,0,139,0,1,5,0,1.0,3,0,1,6,1,3.79,0,0,31,32,1,9,11,30,8,5,94,0
0,250,6,0,0,0,9,17,0,0,0,0,27.0,3,4,0,2,3,3.438,0,1,9,10,0,12,29,25,13,3,94,0
3,281,2,0,0,1,8,139,0,0,0,1,1.0,3,4,0,8,3,2.89,0,1,9,32,1,12,21,35,10,11,35,0
0,326,10,0,0,1,5,138,0,0,0,1,1.0,3,4,1,0,0,2.82,0,1,9,20,2,2,37,57,17,8,94,0
0,333,6,0,0,1,7,51,0,0,0,0,1.0,3,4,0,1,3,5.54,1,0,31,32,0,6,33,36,23,5,117,0
0,240,6,1,0,1,8,139,4,0,0,1,100.0,3,4,0,5,2,4.28,0,1,24,32,0,2,20,57,0,10,79,0
0,324,8,5,2,0,6,126,0,1,5,0,1.0,3,0,0,6,1,4.195,3,0,31,32,1,7,56,36,12,11,79,0
0,279,10,0,0,1,3,71,0,0,0,1,1.0,3,4,0,2,4,5.99,0,1,9,10,0,6,23,16,26,8,117,0
0,280,2,0,0,1,8,139,0,0,0,0,35.0,3,4,0,2,3,3.46,0,1,9,10,0,12,38,5,8,10,94,0
0,202,7,1,0,2,7,7,0,1,0,0,1.0,3,4,0,1,1,2.336,0,0,31,32,0,11,19,35,29,10,94,0
0,250,6,0,0,1,3,25,0,0,0,0,1.0,3,4,0,2,3,2.773,0,1,9,13,0,4,20,55,10,3,94,0
0,333,7,4,1,0,6,139,0,1,0,0,2.0,2,4,0,1,1,3.025,0,0,31,32,0,13,4,36,19,5,35,0
0,326,10,0,1,1,2,125,1,0,1,1,1.0,3,4,1,8,0,4.633,0,1,4,32,0,2,45,37,9,8,94,0
0,333,5,1,0,2,0,135,4,1,0,0,1.0,4,4,0,1,2,4.535,3,1,31,32,0,5,43,41,20,2,94,0
3,309,7,5,2,0,6,139,0,1,5,0,100.0,3,0,0,6,1,4.664,0,0,31,32,1,14,1,19,9,6,94,0
0,226,7,1,0,2,6,139,0,1,0,1,100.0,2,4,0,1,1,7.703,0,0,31,32,0,14,28,39,24,10,143,0
0,326,6,0,0,1,0,137,0,0,0,0,0.0,3,4,0,2,3,0.631,0,0,1,21,1,4,39,15,26,3,79,0
0,264,2,0,0,1,3,139,0,0,2,0,1.0,3,4,0,3,3,0.655,0,1,1,14,0,19,28,58,20,4,94,0
0,184,7,5,2,2,6,17,0,1,5,0,100.0,3,0,1,6,1,1.467,0,0,31,32,1,6,54,9,6,8,79,0
0,309,9,0,0,1,7,139,0,0,0,0,1.0,2,4,0,1,3,4.684,0,0,31,32,0,21,30,5,13,7,117,0
3,185,7,5,3,0,0,139,0,1,5,0,100.0,2,4,0,6,1,2.785,0,0,31,32,0,13,14,12,26,6,117,0
3,184,7,5,2,0,0,93,0,1,5,0,100.0,3,0,1,6,1,4.754,3,0,31,32,1,19,11,29,6,5,79,0
0,208,7,4,2,0,6,139,0,1,5,0,100.0,2,0,0,6,1,2.215,0,0,31,32,2,7,16,16,18,1,79,0
0,258,6,0,0,1,0,64,0,0,7,0,7.0,3,4,0,8,3,4.086,0,0,31,32,1,13,45,10,19,8,117,0
0,373,7,5,2,0,0,25,0,1,5,0,100.0,3,0,0,6,1,7.77,0,0,31,32,1,8,23,10,24,8,94,0
0,228,6,0,0,1,7,17,0,0,0,0,1.0,3,4,0,3,3,2.049,3,1,1,27,0,15,56,26,6,10,94,0
